ENSG	ENST	CDS_LENGTH	ID	chr
ENSG00000185753	ENST00000327877	960	CXorf38	X
ENSG00000185758	ENST00000541814	663	CLDN24	4
ENSG00000185760	ENST00000342056	2856	KCNQ5	6
ENSG00000185761	ENST00000413997	1446	ADAMTSL5	19
ENSG00000185774	ENST00000382152	753	KCNIP4	4
ENSG00000185775	ENST00000332857	4032	FAM75A6	9
ENSG00000185787	ENST00000331268	1089	MORF4L1	15
ENSG00000185792	ENST00000332836	2976	NLRP9	19
ENSG00000185798	ENST00000332629	1077	WDR53	3
ENSG00000185800	ENST00000270223	2025	DMWD	19
ENSG00000185803	ENST00000329994	1338	SLC52A2	8
ENSG00000185808	ENST00000464265	477	PIGP	21
ENSG00000185811	ENST00000331340	1560	IKZF1	7
ENSG00000185813	ENST00000538721	1224	PCYT2	17
ENSG00000185818	ENST00000423729	909	NAT8L	4
ENSG00000185821	ENST00000328314	939	OR6C76	12
ENSG00000185823	ENST00000329468	3471	NPAP1	15
ENSG00000185825	ENST00000458587	942	BCAP31	X
ENSG00000185829	ENST00000337845	612	ARL17A	17
ENSG00000185838	ENST00000329517	984	GNB1L	22
ENSG00000185842	ENST00000439375	13548	DNAH14	1
ENSG00000185860	ENST00000367910	909	C1orf110	1
ENSG00000185862	ENST00000544462	1392	EVI2B	17
ENSG00000185863	ENST00000413619	444	TMEM210	9
ENSG00000185864	ENST00000415645	3417	RP11-645C24.1	16
ENSG00000185869	ENST00000520965	1542	ZNF829	19
ENSG00000185873	ENST00000332644	1251	TMPRSS11B	4
ENSG00000185875	ENST00000376356	2232	THNSL1	10
ENSG00000185880	ENST00000329464	1503	TRIM69	15
ENSG00000185883	ENST00000330398	468	ATP6V0C	16
ENSG00000185885	ENST00000328221	378	IFITM1	11
ENSG00000185888	ENST00000366757	981	PRSS38	1
ENSG00000185894	ENST00000382287	321	BPY2C	Y
ENSG00000185896	ENST00000332556	1254	LAMP1	13
ENSG00000185897	ENST00000327809	1041	FFAR3	19
ENSG00000185899	ENST00000332690	957	TAS2R60	7
ENSG00000185900	ENST00000331373	1053	SGK196	8
ENSG00000185905	ENST00000329410	675	C16orf54	16
ENSG00000185909	ENST00000332780	1065	KLHDC8B	3
ENSG00000185915	ENST00000379499	1935	KLHL34	X
ENSG00000185917	ENST00000332131	1323	SETD4	21
ENSG00000185920	ENST00000331920	4344	PTCH1	9
ENSG00000185924	ENST00000331238	1326	RTN4RL1	17
ENSG00000185926	ENST00000328188	930	OR4C46	11
ENSG00000185928	ENST00000320330	765	C16orf53	16
ENSG00000185933	ENST00000329905	1041	CALHM1	10
ENSG00000185940	ENST00000399676	714	KRTAP5-5	11
ENSG00000185942	ENST00000328472	594	NKAIN3	8
ENSG00000185945	ENST00000372749	1881	NXF2B	X
ENSG00000185946	ENST00000423855	1554	RNPC3	1
ENSG00000185947	ENST00000300870	2232	ZNF267	16
ENSG00000185950	ENST00000375856	4017	IRS2	13
ENSG00000185955	ENST00000332375	621	C7orf61	7
ENSG00000185958	ENST00000327337	7056	FAM186A	12
ENSG00000185960	ENST00000381578	879	SHOX	X
ENSG00000185962	ENST00000335674	270	LCE3A	1
ENSG00000185963	ENST00000356884	2568	BICD2	9
ENSG00000185966	ENST00000368789	279	LCE3E	1
ENSG00000185972	ENST00000335119	1767	CCIN	9
ENSG00000185973	ENST00000334398	1266	TMLHE	X
ENSG00000185974	ENST00000335678	1692	GRK1	13
ENSG00000185978	ENST00000369444	348	H2AFB3	X
ENSG00000185982	ENST00000334391	282	DEFB128	20
ENSG00000185985	ENST00000370490	2538	SLITRK2	X
ENSG00000185988	ENST00000334770	1011	PLK5	19
ENSG00000185989	ENST00000334062	2505	RASA3	13
ENSG00000185990	ENST00000369445	1116	F8A3	X
ENSG00000186001	ENST00000438796	2412	LRCH3	3
ENSG00000186007	ENST00000367153	546	LEMD1	1
ENSG00000186008	ENST00000469064	822	RPS4XP21	19
ENSG00000186009	ENST00000335288	876	ATP4B	13
ENSG00000186010	ENST00000252576	684	NDUFA13	19
ENSG00000186017	ENST00000392170	1260	ZNF566	19
ENSG00000186020	ENST00000591340	1692	ZNF529	19
ENSG00000186026	ENST00000421176	1782	ZNF284	19
ENSG00000186038	ENST00000440596	1449	HTR3E	3
ENSG00000186047	ENST00000504404	666	DLEU7	13
ENSG00000186049	ENST00000305748	1623	KRT73	12
ENSG00000186051	ENST00000334077	327	TAL2	9
ENSG00000186063	ENST00000340020	921	AIDA	1
ENSG00000186073	ENST00000569302	864	C15orf41	15
ENSG00000186074	ENST00000583937	918	CD300LF	17
ENSG00000186075	ENST00000348931	1017	ZPBP2	17
ENSG00000186081	ENST00000252242	1773	KRT5	12
ENSG00000186086	ENST00000370040	2004	NBPF6	1
ENSG00000186088	ENST00000257626	2565	PION	7
ENSG00000186090	ENST00000382489	1365	HTR3D	3
ENSG00000186092	ENST00000335137	918	OR4F5	1
ENSG00000186094	ENST00000371839	1512	AGBL4	1
ENSG00000186103	ENST00000334384	948	ARGFX	3
ENSG00000186104	ENST00000334636	1506	CYP2R1	11
ENSG00000186105	ENST00000334994	1869	LRRC70	5
ENSG00000186106	ENST00000520552	699	ANKRD46	8
ENSG00000186111	ENST00000589578	2124	PIP5K1C	19
ENSG00000186113	ENST00000335605	945	OR5D14	11
ENSG00000186115	ENST00000221700	1563	CYP4F2	19
ENSG00000186117	ENST00000333973	936	OR5L1	11
ENSG00000186118	ENST00000569393	783	ATPAF1-AS1	1
ENSG00000186119	ENST00000333976	942	OR5D18	11
ENSG00000186130	ENST00000373659	1275	ZBTB6	9
ENSG00000186132	ENST00000334816	381	C2orf76	2
ENSG00000186136	ENST00000334266	945	TAS2R42	12
ENSG00000186141	ENST00000334163	1605	POLR3C	1
ENSG00000186143	ENST00000335524	1239	C2orf53	2
ENSG00000186146	ENST00000334879	213	DEFB131	4
ENSG00000186150	ENST00000334179	525	UBL4B	1
ENSG00000186153	ENST00000566780	1245	WWOX	16
ENSG00000186160	ENST00000334194	1518	CYP4Z1	1
ENSG00000186166	ENST00000334418	999	CCDC84	11
ENSG00000186174	ENST00000334801	4500	BCL9L	11
ENSG00000186184	ENST00000302979	402	POLR1D	13
ENSG00000186185	ENST00000339151	2568	KIF18B	17
ENSG00000186187	ENST00000320619	837	ZNRF1	16
ENSG00000186188	ENST00000371483	1134	O3FAR1	10
ENSG00000186190	ENST00000375494	1431	BPIFB3	20
ENSG00000186191	ENST00000375483	1845	BPIFB4	20
ENSG00000186193	ENST00000409687	1185	SAPCD2	9
ENSG00000186197	ENST00000334232	648	EDARADD	1
ENSG00000186198	ENST00000334287	387	SLC51B	15
ENSG00000186204	ENST00000324632	1575	CYP4F12	19
ENSG00000186205	ENST00000366910	1014	Mar-01	1
ENSG00000186207	ENST00000334269	357	LCE5A	1
ENSG00000186212	ENST00000334306	2382	SOWAHB	4
ENSG00000186222	ENST00000320776	654	BLOC1S4	4
ENSG00000186226	ENST00000368770	357	LCE1E	1
ENSG00000186230	ENST00000334181	2337	ZNF749	19
ENSG00000186231	ENST00000369261	1863	KLHL32	6
ENSG00000186235	ENST00000409070	501	AC016757.3	2
ENSG00000186260	ENST00000571589	3300	MKL2	16
ENSG00000186265	ENST00000334529	870	BTLA	3
ENSG00000186272	ENST00000307658	1989	ZNF17	19
ENSG00000186275	ENST00000442909	9996	NBPF12	1
ENSG00000186280	ENST00000335080	1572	KDM4D	11
ENSG00000186281	ENST00000359548	2388	GPAT2	2
ENSG00000186283	ENST00000367627	1194	TOR3A	1
ENSG00000186288	ENST00000373519	603	PABPC1L2A	X
ENSG00000186297	ENST00000335625	1389	GABRA5	15
ENSG00000186298	ENST00000340766	1014	PPP1CC	12
ENSG00000186300	ENST00000334241	1887	ZNF555	19
ENSG00000186306	ENST00000334438	945	OR10T2	1
ENSG00000186310	ENST00000373079	1521	NAP1L3	X
ENSG00000186314	ENST00000334744	570	PRELID2	5
ENSG00000186318	ENST00000313005	1506	BACE1	11
ENSG00000186326	ENST00000334176	708	RGS9BP	19
ENSG00000186329	ENST00000334567	585	TMEM212	3
ENSG00000186334	ENST00000377713	1536	SLC36A3	5
ENSG00000186335	ENST00000335244	1452	SLC36A2	5
ENSG00000186340	ENST00000366787	3519	THBS2	6
ENSG00000186350	ENST00000481739	1389	RXRA	9
ENSG00000186352	ENST00000335174	477	ANKRD37	4
ENSG00000186354	ENST00000375850	708	C9orf47	9
ENSG00000186364	ENST00000334513	987	NUDT17	1
ENSG00000186367	ENST00000564719	573	KIAA1024L	5
ENSG00000186376	ENST00000370766	1533	ZNF75D	X
ENSG00000186377	ENST00000371901	1530	CYP4X1	1
ENSG00000186393	ENST00000335552	1407	KRT26	17
ENSG00000186395	ENST00000269576	1755	KRT10	17
ENSG00000186399	ENST00000327271	1896	RP11-382B18.2	15
ENSG00000186400	ENST00000368150	981	OR10X1	1
ENSG00000186407	ENST00000426295	741	CD300E	17
ENSG00000186409	ENST00000340612	2352	CCDC30	1
ENSG00000186416	ENST00000542113	2118	NKRF	X
ENSG00000186417	ENST00000335449	1656	GLDN	15
ENSG00000186431	ENST00000355524	864	FCAR	19
ENSG00000186432	ENST00000334256	1566	KPNA4	3
ENSG00000186439	ENST00000398178	2190	TRDN	6
ENSG00000186440	ENST00000334632	954	OR6P1	1
ENSG00000186442	ENST00000309505	1890	KRT3	12
ENSG00000186446	ENST00000396048	816	ZNF501	3
ENSG00000186448	ENST00000344387	3090	ZNF197	3
ENSG00000186451	ENST00000334325	573	SPATA12	3
ENSG00000186452	ENST00000398458	1047	TMPRSS12	12
ENSG00000186453	ENST00000432434	630	FAM228A	2
ENSG00000186458	ENST00000382376	288	DEFB132	20
ENSG00000186462	ENST00000373517	1383	NAP1L2	X
ENSG00000186468	ENST00000296674	432	RPS23	5
ENSG00000186469	ENST00000557376	333	GNG2	14
ENSG00000186470	ENST00000356386	1005	BTN3A2	6
ENSG00000186471	ENST00000371431	594	AKAP14	X
ENSG00000186472	ENST00000333891	15429	PCLO	7
ENSG00000186474	ENST00000250351	765	KLK12	19
ENSG00000186479	ENST00000334025	774	RGS7BP	5
ENSG00000186480	ENST00000340368	834	INSIG1	7
ENSG00000186487	ENST00000399161	3561	MYT1L	2
ENSG00000186493	ENST00000397835	681	C5orf38	5
ENSG00000186496	ENST00000589332	1008	ZNF396	18
ENSG00000186501	ENST00000374076	627	TMEM222	1
ENSG00000186509	ENST00000335397	933	OR9Q1	11
ENSG00000186510	ENST00000331433	2064	CLCNKA	1
ENSG00000186513	ENST00000311591	945	OR9Q2	11
ENSG00000186517	ENST00000368013	3306	ARHGAP30	1
ENSG00000186522	ENST00000356688	1635	Sep-10	2
ENSG00000186523	ENST00000431227	993	FAM86B1	8
ENSG00000186529	ENST00000221307	1563	CYP4F3	19
ENSG00000186532	ENST00000305513	2415	SMYD4	17
ENSG00000186562	ENST00000334773	237	DEFB105A	8
ENSG00000186564	ENST00000334793	1488	FOXD2	1
ENSG00000186566	ENST00000591680	4509	GPATCH8	17
ENSG00000186567	ENST00000403660	903	CEACAM19	19
ENSG00000186572	ENST00000335021	213	DEFB107A	8
ENSG00000186575	ENST00000338641	1788	NF2	22
ENSG00000186577	ENST00000394990	480	C6orf1	6
ENSG00000186579	ENST00000335186	198	DEFB106A	8
ENSG00000186583	ENST00000377470	1776	SPATC1	8
ENSG00000186591	ENST00000355621	552	UBE2H	7
ENSG00000186599	ENST00000335510	237	DEFB105B	8
ENSG00000186603	ENST00000334815	1116	HPDL	1
ENSG00000186615	ENST00000335142	162	KTN1-AS1	14
ENSG00000186625	ENST00000335647	1476	KATNA1	6
ENSG00000186628	ENST00000334574	2250	FSD2	15
ENSG00000186635	ENST00000393609	4353	ARAP1	11
ENSG00000186638	ENST00000379166	4107	KIF24	9
ENSG00000186642	ENST00000334456	2826	PDE2A	11
ENSG00000186648	ENST00000342740	4119	LRRC16B	14
ENSG00000186652	ENST00000311862	669	PRG2	11
ENSG00000186654	ENST00000403581	1236	PRR5	22
ENSG00000186660	ENST00000316059	1713	ZFP91	11
ENSG00000186665	ENST00000449250	294	C17orf58	17
ENSG00000186666	ENST00000333924	879	BCDIN3D	12
ENSG00000186675	ENST00000373359	1572	MAGEE2	X
ENSG00000186684	ENST00000335247	1119	CYP27C1	2
ENSG00000186687	ENST00000379380	315	LYRM7	5
ENSG00000186710	ENST00000335621	927	CCDC42B	12
ENSG00000186714	ENST00000335185	3240	CCDC73	11
ENSG00000186715	ENST00000442552	2148	MST1P9	1
ENSG00000186716	ENST00000305877	3816	BCR	22
ENSG00000186723	ENST00000334920	957	OR10H1	19
ENSG00000186732	ENST00000538182	1080	MPPED1	22
ENSG00000186765	ENST00000334850	1551	FSCN2	17
ENSG00000186766	ENST00000388920	957	FOXI2	10
ENSG00000186767	ENST00000335144	750	SPIN4	X
ENSG00000186777	ENST00000419098	1758	ZNF732	4
ENSG00000186787	ENST00000275988	777	SPIN2B	X
ENSG00000186790	ENST00000335071	960	FOXE3	1
ENSG00000186792	ENST00000336307	1254	HYAL3	3
ENSG00000186795	ENST00000334549	1155	KCNK18	10
ENSG00000186803	ENST00000357374	570	IFNA10	9
ENSG00000186806	ENST00000335624	2604	VSIG10L	19
ENSG00000186807	ENST00000374277	984	ANXA8L2	10
ENSG00000186810	ENST00000373691	1248	CXCR3	X
ENSG00000186812	ENST00000330501	1605	ZNF397	18
ENSG00000186814	ENST00000333206	1485	ZSCAN30	18
ENSG00000186815	ENST00000541517	2667	TPCN1	12
ENSG00000186818	ENST00000391733	1350	LILRB4	19
ENSG00000186825	ENST00000303798	630	C2orf27B	2
ENSG00000186827	ENST00000379236	834	TNFRSF4	1
ENSG00000186832	ENST00000301653	1422	KRT16	17
ENSG00000186834	ENST00000332499	1080	HEXIM1	17
ENSG00000186838	ENST00000335426	1041	SELV	19
ENSG00000186844	ENST00000335123	333	LCE1A	1
ENSG00000186847	ENST00000167586	1419	KRT14	17
ENSG00000186854	ENST00000409520	1518	TRABD2A	2
ENSG00000186860	ENST00000334202	318	KRTAP17-1	17
ENSG00000186862	ENST00000370215	1554	PDZD7	10
ENSG00000186866	ENST00000349485	1290	POFUT2	21
ENSG00000186867	ENST00000394427	1296	QRFPR	4
ENSG00000186868	ENST00000344290	2331	MAPT	17
ENSG00000186871	ENST00000334463	3753	ERCC6L	X
ENSG00000186881	ENST00000334726	960	OR13F1	9
ENSG00000186889	ENST00000335390	597	TMEM17	2
ENSG00000186891	ENST00000328596	768	TNFRSF18	1
ENSG00000186895	ENST00000334134	720	FGF3	11
ENSG00000186897	ENST00000334221	717	C1QL4	12
ENSG00000186907	ENST00000335099	1263	RTN4RL2	11
ENSG00000186908	ENST00000334822	1899	ZDHHC17	12
ENSG00000186910	ENST00000334708	1269	SERPINA11	14
ENSG00000186912	ENST00000374519	1098	P2RY4	X
ENSG00000186918	ENST00000344423	1542	ZNF395	8
ENSG00000186919	ENST00000334586	1239	ZACN	17
ENSG00000186924	ENST00000334680	147	KRTAP22-1	21
ENSG00000186925	ENST00000334046	177	KRTAP19-6	21
ENSG00000186930	ENST00000334897	189	KRTAP6-2	21
ENSG00000186943	ENST00000335040	963	OR13C8	9
ENSG00000186951	ENST00000262735	1407	PPARA	22
ENSG00000186952	ENST00000455884	1974	TMEM232	5
ENSG00000186960	ENST00000399387	504	C14orf23	14
ENSG00000186965	ENST00000334055	159	KRTAP19-2	21
ENSG00000186967	ENST00000334058	255	KRTAP19-4	21
ENSG00000186970	ENST00000334067	414	KRTAP15-1	21
ENSG00000186971	ENST00000334068	483	KRTAP13-4	21
ENSG00000186973	ENST00000409396	419	FAM183A	1
ENSG00000186976	ENST00000262726	4506	EFCAB6	22
ENSG00000186977	ENST00000334151	219	KRTAP19-5	21
ENSG00000186980	ENST00000334160	198	KRTAP23-1	21
ENSG00000186994	ENST00000330915	2466	KANK3	19
ENSG00000186998	ENST00000404820	1338	EMID1	22
ENSG00000187003	ENST00000333999	1308	ACTL7A	9
ENSG00000187005	ENST00000335093	240	KRTAP21-1	21
ENSG00000187010	ENST00000342055	1482	RHD	1
ENSG00000187012	ENST00000334566	342	LINC00207	22
ENSG00000187013	ENST00000335108	756	C17orf82	17
ENSG00000187017	ENST00000377828	2565	ESPN	1
ENSG00000187021	ENST00000358834	1404	PNLIPRP1	10
ENSG00000187024	ENST00000419060	645	PTRH1	9
ENSG00000187026	ENST00000333892	252	KRTAP21-2	21
ENSG00000187033	ENST00000335556	1341	SAMD7	3
ENSG00000187037	ENST00000334425	918	GPR141	7
ENSG00000187045	ENST00000381792	2475	TMPRSS6	22
ENSG00000187048	ENST00000371904	1563	CYP4A11	1
ENSG00000187049	ENST00000334888	447	TMEM216	11
ENSG00000187051	ENST00000334678	411	RPS19BP1	22
ENSG00000187054	ENST00000334830	1266	TMPRSS11A	4
ENSG00000187066	ENST00000530719	351	AP003068.6	11
ENSG00000187068	ENST00000335012	753	C3orf70	3
ENSG00000187079	ENST00000361985	1281	TEAD1	11
ENSG00000187080	ENST00000366480	1008	OR2AK2	1
ENSG00000187082	ENST00000335479	198	DEFB106B	8
ENSG00000187091	ENST00000463876	2334	PLCD1	3
ENSG00000187094	ENST00000334681	348	CCK	3
ENSG00000187097	ENST00000334696	1287	ENTPD5	14
ENSG00000187098	ENST00000448226	1581	MITF	3
ENSG00000187105	ENST00000334988	3081	HEATR4	14
ENSG00000187109	ENST00000261182	1176	NAP1L1	12
ENSG00000187116	ENST00000301219	900	LILRA5	19
ENSG00000187118	ENST00000418849	340	CMC1	3
ENSG00000187122	ENST00000266058	4605	SLIT1	10
ENSG00000187123	ENST00000334166	516	LYPD6	2
ENSG00000187134	ENST00000380872	972	AKR1C1	10
ENSG00000187135	ENST00000335523	858	VSTM2B	19
ENSG00000187140	ENST00000371116	1437	FOXD3	1
ENSG00000187144	ENST00000335496	1410	SPATA21	1
ENSG00000187145	ENST00000309092	264	MRPS21	1
ENSG00000187147	ENST00000355387	1701	RNF220	1
ENSG00000187151	ENST00000334289	1167	ANGPTL5	11
ENSG00000187164	ENST00000392903	1950	KIAA1598	10
ENSG00000187166	ENST00000335017	768	H1FNT	12
ENSG00000187170	ENST00000335535	300	LCE4A	1
ENSG00000187173	ENST00000368779	321	LCE2A	1
ENSG00000187175	ENST00000391617	291	KRTAP12-1	21
ENSG00000187180	ENST00000368783	333	LCE2C	1
ENSG00000187185	ENST00000335616	690	CTD-2600O9.1	16
ENSG00000187186	ENST00000421828	264	RP11-195F19.5	9
ENSG00000187187	ENST00000347077	2511	ZNF546	19
ENSG00000187189	ENST00000420283	1245	TSPYL4	6
ENSG00000187191	ENST00000382365	1317	DAZ3	Y
ENSG00000187193	ENST00000394485	186	MT1X	16
ENSG00000187210	ENST00000376730	1287	GCNT1	9
ENSG00000187223	ENST00000368784	333	LCE2D	1
ENSG00000187231	ENST00000428443	2091	SESTD1	2
ENSG00000187238	ENST00000335633	288	LCE3B	1
ENSG00000187239	ENST00000372416	1854	FNBP1	9
ENSG00000187240	ENST00000398093	12945	DYNC2H1	11
ENSG00000187242	ENST00000251643	1485	KRT12	17
ENSG00000187243	ENST00000431659	2274	MAGED4B	X
ENSG00000187244	ENST00000270233	1887	BCAM	19
ENSG00000187257	ENST00000334955	2541	RSBN1L	7
ENSG00000187258	ENST00000381539	1173	NPSR1	7
ENSG00000187260	ENST00000469830	1449	WDR86	7
ENSG00000187266	ENST00000222139	1527	EPOR	19
ENSG00000187268	ENST00000333995	501	FAM9C	X
ENSG00000187272	ENST00000254072	480	KRTAP9-8	17
ENSG00000187288	ENST00000430427	747	CIDEC	3
ENSG00000187323	ENST00000442544	4344	DCC	18
ENSG00000187325	ENST00000341864	756	TAF9B	X
ENSG00000187372	ENST00000341948	2397	PCDHB13	5
ENSG00000187391	ENST00000354212	4368	MAGI2	7
ENSG00000187398	ENST00000336930	1041	LUZP2	11
ENSG00000187416	ENST00000535008	711	LHFPL3	7
ENSG00000187446	ENST00000334660	588	CHP1	15
ENSG00000187456	ENST00000293273	855	RDM1	17
ENSG00000187461	ENST00000558378	411	AL583828.1	6
ENSG00000187474	ENST00000339223	1062	FPR3	19
ENSG00000187475	ENST00000338379	624	HIST1H1T	6
ENSG00000187479	ENST00000339446	1308	C11orf96	11
ENSG00000187486	ENST00000339994	1173	KCNJ11	11
ENSG00000187492	ENST00000412678	2367	CDHR4	3
ENSG00000187498	ENST00000375820	5010	COL4A1	13
ENSG00000187510	ENST00000344636	1140	PLEKHG7	12
ENSG00000187513	ENST00000342280	1002	GJA4	1
ENSG00000187514	ENST00000412128	446	PTMA	2
ENSG00000187516	ENST00000341016	354	CXorf27	X
ENSG00000187522	ENST00000378372	1530	HSPA14	10
ENSG00000187527	ENST00000342358	3657	ATP13A5	3
ENSG00000187531	ENST00000328666	1203	SIRT7	17
ENSG00000187533	ENST00000344526	660	C4orf40	4
ENSG00000187535	ENST00000426508	4389	IFT140	16
ENSG00000187537	ENST00000551509	1527	POTEM	14
ENSG00000187545	ENST00000235347	1425	PRAMEF10	1
ENSG00000187546	ENST00000342526	1338	AGMO	7
ENSG00000187550	ENST00000344158	1047	SBK2	19
ENSG00000187553	ENST00000285949	1569	CYP26C1	10
ENSG00000187554	ENST00000342210	2577	TLR5	1
ENSG00000187555	ENST00000344836	3309	USP7	16
ENSG00000187556	ENST00000339133	579	NANOS3	19
ENSG00000187559	ENST00000342833	1254	FOXD4L3	9
ENSG00000187566	ENST00000340650	1188	NHLRC1	6
ENSG00000187569	ENST00000345088	480	DPPA3	12
ENSG00000187581	ENST00000342144	219	COX8C	14
ENSG00000187583	ENST00000379409	1992	PLEKHN1	1
ENSG00000187600	ENST00000434431	659	TMEM247	2
ENSG00000187601	ENST00000342972	660	MAGEH1	X
ENSG00000187605	ENST00000409262	4983	TET3	2
ENSG00000187607	ENST00000421016	1566	ZNF286A	17
ENSG00000187608	ENST00000379389	498	ISG15	1
ENSG00000187609	ENST00000340951	2631	EXD3	9
ENSG00000187612	ENST00000344514	933	OR5W2	11
ENSG00000187616	ENST00000339996	666	TMEM8C	9
ENSG00000187624	ENST00000360127	1272	C17orf97	17
ENSG00000187626	ENST00000377294	1638	ZKSCAN4	6
ENSG00000187627	ENST00000398193	5271	RGPD1	2
ENSG00000187630	ENST00000382755	774	DHRS4L2	14
ENSG00000187634	ENST00000342066	2046	SAMD11	1
ENSG00000187642	ENST00000433179	2091	C1orf170	1
ENSG00000187650	ENST00000339485	510	VMAC	19
ENSG00000187658	ENST00000409999	480	C5orf52	5
ENSG00000187664	ENST00000291481	1209	HAPLN4	19
ENSG00000187672	ENST00000288221	2874	ERC2	3
ENSG00000187676	ENST00000343307	1497	B3GALTL	13
ENSG00000187678	ENST00000344120	969	SPRY4	5
ENSG00000187682	ENST00000338270	702	ERAS	X
ENSG00000187688	ENST00000338560	2295	TRPV2	17
ENSG00000187689	ENST00000339336	630	AMTN	4
ENSG00000187690	ENST00000342995	1512	CXorf67	X
ENSG00000187695	ENST00000344062	1719	RP11-723O4.6	3
ENSG00000187699	ENST00000340623	288	C2orf88	2
ENSG00000187701	ENST00000344889	954	OR2T27	1
ENSG00000187713	ENST00000343666	411	TMEM203	9
ENSG00000187714	ENST00000374115	1599	SLC18A3	10
ENSG00000187715	ENST00000405109	1872	KBTBD12	3
ENSG00000187720	ENST00000261862	3057	THSD4	15
ENSG00000187726	ENST00000339764	951	DNAJB13	11
ENSG00000187730	ENST00000378585	1359	GABRD	1
ENSG00000187733	ENST00000370079	1536	AMY1C	1
ENSG00000187735	ENST00000521604	906	TCEA1	8
ENSG00000187736	ENST00000409720	951	NHEJ1	2
ENSG00000187741	ENST00000389301	4368	FANCA	16
ENSG00000187742	ENST00000375807	2565	SECISBP2	9
ENSG00000187747	ENST00000345043	1008	OR52B6	11
ENSG00000187753	ENST00000376001	306	C9orf153	9
ENSG00000187754	ENST00000298181	567	SSX7	X
ENSG00000187758	ENST00000209668	1128	ADH1A	4
ENSG00000187764	ENST00000356444	2589	SEMA4D	9
ENSG00000187766	ENST00000334662	780	KRTAP10-8	21
ENSG00000187772	ENST00000345080	753	LIN28B	6
ENSG00000187773	ENST00000343998	1260	FAM69C	18
ENSG00000187775	ENST00000389840	13458	DNAH17	17
ENSG00000187778	ENST00000357123	1428	MCRS1	12
ENSG00000187783	ENST00000389583	828	TMEM72	10
ENSG00000187786	ENST00000340210	606	SCXB	8
ENSG00000187790	ENST00000267430	6147	FANCM	14
ENSG00000187792	ENST00000341976	1341	ZNF70	22
ENSG00000187796	ENST00000371732	1611	CARD9	9
ENSG00000187800	ENST00000292357	3114	PEAR1	1
ENSG00000187801	ENST00000411995	1605	ZNF643	1
ENSG00000187806	ENST00000341689	822	TMEM202	15
ENSG00000187808	ENST00000343905	948	SOWAHD	X
ENSG00000187811	ENST00000343767	438	AP000867.1	11
ENSG00000187815	ENST00000372705	1581	ZNF642	1
ENSG00000187821	ENST00000338875	984	HELT	4
ENSG00000187823	ENST00000340433	933	ZCCHC16	X
ENSG00000187824	ENST00000341871	483	TMEM220	17
ENSG00000187833	ENST00000409561	2769	C2orf78	2
ENSG00000187837	ENST00000343677	642	HIST1H1C	6
ENSG00000187838	ENST00000324822	888	PLSCR3	17
ENSG00000187840	ENST00000338825	357	EIF4EBP1	8
ENSG00000187848	ENST00000343948	1494	P2RX2	12
ENSG00000187855	ENST00000342331	522	ASCL4	12
ENSG00000187857	ENST00000343399	939	OR6C75	12
ENSG00000187860	ENST00000338306	2259	CCDC157	22
ENSG00000187862	ENST00000368237	1749	TTC24	1
ENSG00000187866	ENST00000394264	864	FAM122A	9
ENSG00000187867	ENST00000340790	2022	PALM3	19
ENSG00000187871	ENST00000340465	1185	GFRAL	6
ENSG00000187889	ENST00000343433	2187	C1orf168	1
ENSG00000187902	ENST00000376325	1617	SHISA7	19
ENSG00000187905	ENST00000342608	1176	AC002472.13	22
ENSG00000187908	ENST00000368915	7629	DMBT1	10
ENSG00000187912	ENST00000417570	1137	CLEC17A	19
ENSG00000187918	ENST00000341449	939	OR51I2	11
ENSG00000187922	ENST00000497771	603	LCN10	9
ENSG00000187942	ENST00000344642	819	LDLRAD2	1
ENSG00000187944	ENST00000342506	354	C2orf66	2
ENSG00000187950	ENST00000318184	3405	OVCH1	12
ENSG00000187951	ENST00000428041	804	ARHGAP11B	15
ENSG00000187954	ENST00000530374	1215	CYHR1	8
ENSG00000187955	ENST00000297848	5391	COL14A1	8
ENSG00000187957	ENST00000341772	2214	DNER	2
ENSG00000187959	ENST00000344935	540	CPSF4L	17
ENSG00000187961	ENST00000338591	1929	KLHL17	1
ENSG00000187969	ENST00000339534	501	ZCCHC13	X
ENSG00000187980	ENST00000247992	453	PLA2G2C	1
ENSG00000187987	ENST00000289788	1170	ZSCAN23	6
ENSG00000187990	ENST00000244601	381	HIST1H2BG	6
ENSG00000187994	ENST00000591812	1701	RINL	19
ENSG00000187997	ENST00000340363	798	C17orf99	17
ENSG00000188000	ENST00000344248	939	OR7D2	19
ENSG00000188001	ENST00000345063	828	TPRG1	3
ENSG00000188004	ENST00000368102	708	C1orf204	1
ENSG00000188010	ENST00000340556	240	MORN2	2
ENSG00000188011	ENST00000343216	1719	CXXC11	2
ENSG00000188015	ENST00000368712	306	S100A3	1
ENSG00000188021	ENST00000338222	1875	UBQLN2	X
ENSG00000188026	ENST00000376874	1212	RILPL1	12
ENSG00000188032	ENST00000548523	1077	C19orf67	19
ENSG00000188033	ENST00000311437	1590	ZNF490	19
ENSG00000188037	ENST00000343257	2967	CLCN1	7
ENSG00000188038	ENST00000339176	498	NRN1L	16
ENSG00000188039	ENST00000552788	4695	NWD1	19
ENSG00000188042	ENST00000339728	606	ARL4C	2
ENSG00000188050	ENST00000340112	1131	RNF133	7
ENSG00000188051	ENST00000341130	876	TMEM221	19
